content,link,reply_num,title
"钴蓝骷髅卖了2400想换点别的试试看这个预算最多再加个一两百a1目前还是黑莲花，AK是崭新传承，刀是op骷髅猩红头巾搭配了一下感觉和主战色差好大 欧米伽有点心动好纠结啊8u们有无推荐
载大哥我记得是渐变之色配传承
我是2300买了个欧米茄，挑了半天发现其实我实战根本看不出来哪里破
一线特工
你这主站真是完美跟一线特工搭配了不过2400只能买极限酒精大多数都多多少少有点灰或者有点手套本体破损 而且这手套看模板 不过这手套很耐看 我蛮喜欢的
渐变之色手套，多蹲会，0.24 区间破损就不那么明显，质感是真的很好的，极限酒精渐变大理石略磨大腕，还有驾驶手套西装革履久经，这个无灰模板持枪很好看！
按搭配感觉极限西装或者特工吧渐变真得加点
酒精一线特工或者略磨陆军少尉长官
芝士雪豹
一线配传承，不过得选少灰的
钴蓝哪里不好了
渐变之色看看，要不就牢虎，牢虎是专业手套里毕竟好选的，毕竟不用在意那么多灰",https://tieba.baidu.com/p/10309310161,20,这个价位有啥手套推荐吗
"略磨贴了高价贴的红线划都划不完，我感觉也就比墨岩多了几条红线吧？
纹路也不一样啊，个人很喜欢的一把枪
自己试一试就知道了，反正我现在真的爱死这把枪了，为了搭这个红线我换了一套黑红饰品
比较喜欢红盾红线，也不贵
你第一时间看一下就一个是不是就多了几条线
第一视角
好看呗，碳纤维质感+那一抹红色简直是绝搭而且以前跟棺材板一样，早期的皮肤最不缺就是好贴纸
贴纸枪
他们喜欢那个碳纤维纹路吧！以前cs money上5刀淘到的货，用半年就不用丢库存吃灰好几年以后卖了。
主要是还是搭贴纸，我感觉这碳纤维手感是很好
算是不错的贴纸枪，有好贴更好看。 贴纸选择多 搭配简单。
碳纤维枪身＋纯黑护木这质感墨岩碰瓷不了可惜锁磨损
感觉颜值不如精英之作
我觉得红线和卡特尔做贴纸枪都挺好，但卡特尔用的人挺少，我俩都买了一把
红线这皮肤，等你玩腻了花里胡哨的皮肤以后，就会追求简约大气耐看的皮肤了，红线就会慢慢的进入你的视线。
没玩过是这样的，新手时期我也觉得墨岩不吃磨损，黑的很完美，但是入手红线之后，二者完全没有共性，红线很好看，墨岩纯黑
价格炒上去自然就有人觉得好看了，略磨红线要是一直和可燃冰一个价还会有这么多人觉得好看吗
一般就是一般，所谓碳纤维我说白了还是涂装皮
用得最久的就是红线，4连天禄陪了我好几年
宗教AK，问就是自用玩家的终点
你多用几个ak，后面自然觉得红线好用，你大比分ak都没用过，你当然体会不到了
效果还行，贴纸枪多是单纯出的早。
明星哥用的多，高价贴纸贴的多
没有什么别的，就是低调红黑配色+碳纤维纹路的简单组合杀招，对于吃简约轻奢这一套的人来说简直不可阻挡，虽然都是黑色主打，但红线的纹理和墨岩的纯黑色一比多了一份高级感，最后怎么说红线也是元老级皮肤了，你觉得比不过后来者是正常的
轨道用过，亮一点就好了，暗暗的看着有点脏
不喜欢没必要强求自己，我还觉得印花集m4不好看呢
我也不懂 但是就是喜欢
1还有质感 2以后拉了  不过确实好赔贴纸
玩200h游戏就懂了
没有比红线更显瘦的AK了，手感好
我感觉确实手感好，我自己有把四连蓝玫瑰火神和四连爪痕红线，但我感觉还是红线更耐玩
哪有这么多喜欢素皮简约风的 这枪热度现在已经断档级别了 纯粹就是一开始有些职业哥爱用然后就一直跟风
手感不输红的枪你说呢
都说碳纤维，可是游戏里看这个碳纤维的质感很拉胯啊。。。像现实里的那些很假的碳纤维图案贴纸
贴纸枪就是先小康红线然后富哥火蛇，这2把枪没高价贴纸基本不用玩
简约美，不繁杂，而且可以挑贴纸，不过枪身上的碳纤维纹路不如go时期的好看但是依旧很顶
因为出得早，和棺材板一样这些都是早期贴纸的消耗地，然后早期贴纸抄上去了，再加上红线属于不丑的那一类，所以导致的，同时期的蓝色棺材板你看看呢
红线，墨盐，火蛇三大宗教枪说啥呢
这很正常啊，没有哪个皮肤所有人都喜欢。只能说有些皮肤喜欢的人多，有些喜欢的人少
花里胡哨的ak玩起来手感不行
挺喜欢红线的。
红线干净，而且很多贴纸都挺搭的
别人爱玩什么玩什么，你管的有点宽
红线真的耐看，ak就野荷没玩过，感觉红线是最好看的
碳纤维+红线条勾勒本身就是简约风的优秀作品。你拿墨言来说多少有点尬黑了，同样磨损没贴纸两枪皮丢地上前几次谁会捡墨言
红线墨言？这俩质感都不一样有什么可比性，我说白了墨言倒是显得更廉价
因为好帖多吧 我也挺喜欢红线的
审美这种东西个人有个人的看法 也有跟风的  我个人是挺喜欢卡特尔和荒野反叛这两把 估计喜欢荒野反叛的是真的少
中规中矩还可以的枪，我个人评价是不咋好看但用的不容易腻
就是喜欢啊，黑红配色+碳纤维质感，都是我喜欢的元素。再加上可以diy那么多贴纸，用了这么多年也没腻过。你可以不喜欢红线，也没必要把它贬的一文不值，审美这东西没有高低对错
有人愿意买单就行了我个人也比较喜欢这款，大家审美有差异很正常没必要统一的，我反而觉得火神我是欣赏不来，不管别人咋说感觉都那样审美这种东西纯主观
这个是什么软件啊
老枪好贴纸多
价格高自然有人说好看，比如合纵，现在酒精都一万，你看还有人说丑吗
因为在很多人眼里就是好看，比赛里红线和火蛇出场率低过吗？这两个皮肤每隔一段时间就有人发帖吐槽也算是喜闻乐见了
轨道这枪暗的要命，能和红线比我真怀疑你有没有玩过相应的枪皮了说到这里lz觉得红线没轨道好看的话，我也认同，刚好我手里有一把轨道，还是四连闪盾，便宜卖给各位欣赏了
当年红线就是专门的贴纸板子，比层压板好，相当于现在的墨岩。当时17年我买的4连15卡托也才70多应该是
反正比卡特尔好看
质感啊
搭贴纸吧 贴纸才是灵魂
碳纤维有纹理比墨岩纯黑强太多了
你想骂就直接骂
萝卜青菜各有所爱，你发个帖子光找认同挺没意思的
纹理比墨岩好多了墨岩太素了像是贴图没加载出来似的，本身就是墨岩基础上做加法，+纹理和+红线，我现在用钢铁三角洲也算是墨岩plus
碳纤维比墨岩好看
AK47红线出自2014年初“凤凰大行动武器箱”，历史悠久，是早期CSGO著名皮肤之一，碳纤维+红线条的简约风格，低调奢华有内涵，积攒了一大批粉丝，广受玩家喜爱。百搭，手感好，适合贴贴纸。
碳纤维+红线 贴近看挺有质感的 做红色贴纸的底子不错 但是玩久了也就那样 红色系还得是血腥 最高的山
你看到的这些高价贴，贴的时候都不高价
因为设计的好，所以有人喜欢
你基本什么饰品都玩了都会开始玩和服和超导体配红线了，没有为什么，就是比较搭
我之前和你一样，觉得没啥看头，还不如可燃冰，等我玩上才知道真香，很耐看，我感觉红线和血腥运动都好看，不过红线简约更耐看
反正比4连泰坦卡特尔好
因为和我的和服最搭
我就服游戏里一个玩家拿着红线骂我** 还问我见过红线没
黑皮质感算很好的品，缺点是吃磨损。导致喜欢的人多但又不是最优选
不知道，但我用红线的时候很有感觉，换成传承经常被一脚踹死不过我打的港服竞技+朋友低信用状态，这个b沟槽的害人
你自己不喜欢就不喜欢呗 发出来让喜欢的给你审美摆回来？
跟红线什么关系，是碳纤维纹路，看着很舒服
红线白看不腻啊 而且出的早好多老贴纸
我更喜欢墨岩
附议，有些价格很高的我也不知道为啥，感觉也不咋好看啊
百元皮里最好看的一把 裸枪和贴纸都好看 而且存世量大价格还稳定 贴纸枪价格好看还便宜
不如血腥
红色凸起跟龙鳞一样
因为niko用
我自己的红线 很久前买的 手感很好玩不腻
质感挺好的 墨言轨道我感觉都比红线差点意思
感觉还不如血腥，可能是我玩的晚没有什么情怀加持一直到退坑也没感觉红线好在哪
红线的定位相当于雷克萨斯
之前是百元皮，后面拉起来性价比不高了
卡特尔浮雕皮不适合贴贴纸，对于喜欢简约风格枪皮的红线基本算最佳选择了。火神吃磨损太贵，墨岩档子太低没有细节，红线极限酒精玩起来就很舒服了，我去年200出头能买到极限酒精的，今年只能买底价了。
go特喜欢这枪，现在越来越清晰了，也不喜欢了
红线都宗教枪上了吗，到底是谁在自嗨啊
不如燃喷一根
这枪年代久远和棺材板系列差不多一个年代。在贴纸底子里，找不到比红线更好的了 。
我比较喜欢传承，燃喷，火神。红线我觉得还行，最让我不理解的是野菏，个人审美完全get不到，而且觉得非常难看
碳纤维和贴纸
质感手感没得说，刚玩我也纳闷这东西好看在哪里，后来捡了一把四连faze红线，才明白这东西为什么这么多人喜欢，手感没话说的
出的早而已啊
玩了快10年，真就没买过红线。。。。纹路我看着好难受
看你是什么时候买的了，这枪以前没炒起来真的是穷哥们首选了，还有很多好看的贴纸货
就喜欢红线卡特尔这些素的，传承血腥运动想玩了每周零元租就行了
那时候不懂，10块买的崭新沙金M4，100买的酒精红线，5年过去了，M4已经1000多，红线也200多了，因为喜欢红线，40块就把M4卖了",https://tieba.baidu.com/p/10272375744,206,红线这枪好看在哪？那么多自用？
"2300 出 可小刀  极限久经  感兴趣的来呗
有人吗？
有人喜欢吗
来人来人可议价",https://tieba.baidu.com/p/10276114628,3,出一把玫瑰红线
"想撤了，亏不少
早撤早cd，这可不是小钱啊，而且越往后涨的越高
等几天看是不是真的下架了
速度撤，速度封30天
少赚就是亏是吧不过这波肉眼可见有人撤回，又要像10月底11月初越撤越锁仓，锁住流动性左脚踩右脚起飞了
不撤当圣人？没的是棍母，拿的是真钱
撤完要是改回来才是最搞的
撤回吧
等6天再撤呗，反正买家担风险
大大方方撤
3k不少了，观望几天要是没改就撤了
我前几天2550卖的，懒得撤了
7000了",https://tieba.baidu.com/p/10302555629,27,没招了，刚卖说晚一点接回来就搞这事
"本人现在用的还是几年前的笔记本（1650ti）,之前一直勉勉强强能玩一玩，最近发现帧数只有30左右，卡的不得了，从进大厅就卡，卸了过段时间重装就好了，但笔记本关机重启后又变回30帧，这怎么回事啊，难道只能换电脑了吗？
驱动更新了吗
别怕，我这也是好几年的游戏本了",https://tieba.baidu.com/p/10302468705,5,游戏卡顿！！！
"我想自己用
磨损是0.17
去uu或者buff买 比游戏里面买便宜
你可以下载第三方平台。这都可以略磨了
不用纠结，新手直接去平台买
从游戏里购买的是人民的枪，是向人民的V社用劳动成果换取的，你到市场上买的都是肮脏的资本枪
买了吧，买不了吃亏，买不了上当，G胖还送你个首次使用者的奖励，别问我怎么知道的",https://tieba.baidu.com/p/10309726201,11,大佬们，没刚买了优先账户，开了个这个，可以买吗？
"一直摆着这个价格 今天早上被买走了
23年高点买的吗
整整3年啊 这三年知道我怎么过的吗 我不管跌倒了最低的780元我都忍着没卖
恭喜 roll
跌到800的时候 应该加仓的
卖飞了，这把枪现在随便对标合众
你是一点都不贪，看来是给套怕了
真下架了最少短期卖飞3000到5000+
不亏就好 还玩爽了
这是真自用的
一坤年
我最高点买了2把，然后一把亏几百的时候就卖了，捏到现在是真狠，不过我800买的好几把拉力也套了2年了不知道啥时候解套
7000了已经",https://tieba.baidu.com/p/10302604599,30,刚刚出就买了这枪 套了我 3 年 终于跑了
"下架收藏包稳定不变的情况下，大概各个磨损价格多少，能对标哪个收藏品。收藏包和崭新荷鲁斯镇楼
大家快来讨论
楼主之前2k卖了一把，不知道猴年马月才能接回来
众所周知下架第一天的价格往往是近期最低点
至少比合纵要高
12号买了把略磨，现在一直担心uu那边撤回
38000一把崭新吧，你要问我为什么，因为我有
比合纵强
看好就买呗我有几千收藏包
下架了？离谱
这个好看，打比赛的时候好多职业用，炒起来我也能理解
会不会和九头金蛇差不多呀 或者低一些
这玩意量和cmyk差不多
当时亏本卖了，现在上车机会都没有了！
八毛钱一天租出去了
我还有一个疑问，为啥v🐍突然下架，他要整个获取最后时间不得挣的更多，
9000出了一把略微磨损8299刚出的时候就因为颜值买了
大概黄金藤蔓吧，虽然沙2还在，但阿努比斯这种新鲜的地图一般不会再回来了，除非是那几张熟悉的老图
2-3w
这玩意下架了？
卧槽，早上没看，卖了一大堆，我说怎么这么好卖
v社点火了
收藏品下架都是涨的，追第一批cd都能赚
不是回来了嘛
阿努比斯下架了？我记得以前吧里不是有个人说阿努比斯永不下架的乐子吗
九头金蛇
长期下来肯定涨得比cmyk狙贵，多一级难出，而且真的有颜值，有自用群体接
看来这次g胖的游艇真缺油了，连公告都懒得发了
20买了一点点阿努比斯箱子，感觉像bug，不太敢多买。而且估计20的价格也会维持很久再往上拉一点点
哈哈哈哈，我就是没赚钱的命，之前买了一百多个全卖了
咆哮之下吧
买了个荷鲁斯下级来9打1出了赚3000，没出亏200，现在啥都没干拉这么高
woc居然下架了，我终于解套了！
4800买的崭新用了半年到现在
阿努比斯下架了？
虽然我买不起，但是我确实觉得这次燃的至少是好看的，比合纵咆哮都好看
从上架到今天下架，正正好好是138周的时间。或许早就计划好了，只不过嘴都很严实
上号一看我的尼罗河沃土涨了九十多，卖了打算加点钱换印花集玩了
绝对不可能是bug，首先v社会提前告诉的是武库里面两个和大行动，这两个都是获取途径可靠的有限（刷星机器人在更新前后都会封一波），如果直购预告下架预告？什么贷款卖房和大量物品涌入steam市场上架。最后结果就是收藏包成巴黎胶囊，steam市场还给压崩溃
说下架几年了，一直不下，就没咋关注，以为真要常驻，结果真下架了，悔不当初啊
前两天两千卖了一把久经沙 一直在想要不要撤回",https://tieba.baidu.com/p/10301979624,106,理性讨论阿努比斯包包
"你怎么知道我在2025.12.16号预购了PRAGMATA豪华版？
美国的动漫头像，日本的游戏，日本的动漫图片，你还是中国人吗，啊
我还以为进错吧了
玩CS的导余额老手买游戏是比一般人便宜30%左右
这啥游戏",https://tieba.baidu.com/p/10306550322,8,你怎么知道的？
"buff前3排名 20号早上8点可出 有哥们想要收吗
出出出",https://tieba.baidu.com/p/10309961032,1,出超低磨损MP9-首冲拿铁
"自己去点个饰品上架下就明白了，谁会去设置还价那玩意啊？不都是填个价格就丢出去的？玻璃心这都能破防就别发出来让人评论啊！还拉黑真的是给我乐完了
我也会还价还个手续费的价 十几块二十块 但是别人不接受我也觉得正常 不会像这个人一样破防了
讨口子一个 东还价西还价就想赚差价 别人不同意要了他的命
这能破防我是真想不到的
这把血爪四连设置了可以还价，那我还个二十块，人家也很爽快
全是大刀 穷就别买
招笑穷b
只敢拉黑诶这种人
悠悠还价好像不能关？昨天卖了个枯焦基本纯黑色的骷髅匕首挂了个底价还一堆砍价的找不着咋关还价
几百的我一般不还价，看上就买了，这种和求购价格差不多，快上千的会还价个手续费一二十意思一下，聊好直接就买，卖的人也舒服直接出货，我买的也舒服，跟求购要是价格差不多的话，卖家凭什么不丢求购，有不还价的如果皮肤确实不错，我也会买，反正就是意思一下罢了
来咬你喽
我说句暗黑点的事情，我几十万级别的导购，我压根没开过还价，东西也没说卖不出去过
一帮玩可燃冰的还***了
只会拉黑破防玻璃心的，这种秉性的狗，大🔥看到记得绕路
以为发出来好让一群人网暴我？不好意思，你们被我网暴了
拉黑别人让人没法评论，现在有又说不去你帖子评论，哈哈哈哈哈，不行了，我先乐会，还是那句话玻璃心就别发贴，又接受不了别人评论又要发帖炫耀，没人类了
你们两个之间确实有人急了
好久没见这么野的go了，楼主是不是看不到我和它的，好像被屏蔽了
沟槽的贴吧，发的全被屏蔽了
有些贴纸要算价格的比例我看不懂，23年以前我看别人的金骷髅头这些4张算3.5张的价格。我也没懂为什么算这么高。一般超过1.5张我都不看了
穷到开始应激了
好久没见过这么纯的傻狗了
别骂了送你了还不行吗
没钱就找个班上
哎哟我笑死了😂😂😂😂😂咋这么有活
急不可耐这一块
不接受还价就不买呗，人家是自用的或者有更高的出价不想卖不是很正常
那很吝啬了
难绷在这个贴子一直巡逻
怎么倒🐶开始互咬了
好久没见过这么纯的也够了追着帖子里的人咬
笑死我了🤣
哥们买把7w的宝石500都不让刀
诶呦我巡回猎犬
还价不成的情况多了去了，急成这样只能说太太太太太低等了
纯的像串子
还有巡视领地投降了
666的东西你直接砍人家一百块  砍20块估计还会发  你砍100块  人家钱不是钱呀
给不给还随便，最nt的是买个百战砍个零头都要卡半天的玩意
猎犬持续在帖子内巡视领地这一块，畏惧了
你加点油争取在年终总结时上go吧的top榜
反正我不会特意去关，总有正常人会来刀，不过屠龙我就直接改价，自己舒服就好
“穷区爱yy”
不是，我看你这个大迪兄怎么在楼里乱咬人啊，真给我看笑了
兄弟来和我一起ROLL龙狙! 复制消息 $11 ￥eP9dZuLi￥ 打开【IGXE】！
唐完了说是
惊天野狗巡视领地疯狂乱咬人
本来没感觉，这哥们儿挨个喷确实像条疯狗
社会上这种挠贪才多呢，绕着走就行了，理他干嘛
我从来都是买整数，最多砍5毛
我比较好说话
保胎技术太好了
砍一次价涨5块来点饥饿营销
支持大迪哥！给个手套武器箱看看实力
哪来的野沟三把烂红线也能叫唤了
红线买命哥
我评论过大迪哥两个帖子，第一个红线为啥那么多人买，然后大迪哥说喜欢卡特尔第二个好像是渐变寄售事件，所以这次我没看清楚，三天两头又吵起来了
招笑穷b
支持大迪哥！给个手套武器箱看看实力
这不屠龙刀么，砍人家百分之5，百分之16
蚌埠住了，你们这么多人被我一个人网暴了，看到这句笑死我了
一帮臭00仔骂人都不会
好久没遇到这么有意思的帖子了CS吧欣欣向荣
把这条野狗和它的小号@一下@大迪@无情迪
这b玩意急风开始乱咬了
买命哥怎么又夹着尾巴把我拉黑了
1200刀到1000太狠了吧
楼主是会训犬的，一直不拉黑，看他自己表演，赛博潘宏这一块
赛博潘宏
杠塞弟弟你拉黑我，我不能拉黑你？让我看你单边输出？不可能的，弟弟永远是弟弟，跪着
你也知道是溢价东西你砍人家底价。没错，我是傻冒，你是真聪明
赛博潘宏训犬这块
可怜的野狗已经被大伙训得神志不清了哈哈哈哈看到你那么急我就放心了
癫的没边
你游买命哥都是这种货色吗
屠龙刀赚钱哥，自己被大刀的时候又是另外一番嘴脸了
马上2026了还在用2070S打游的厂狗是这样的
你哥从不开还价
怎么他还在挽尊省点力气换个号玩贴吧得了，这都得成吧宠了
原本买命哥大号被关小黑屋后老老实实夹着尾巴装死就好了，结果非得开个小号来继续挨训真是绝世好犬啊，这种又急又坏又蠢的品种真的稀有，被我训得都神志不清了还要嘴硬讨训，大伙别给它玩死了
真的是骂你都觉得在欺负你乖狗狗把我逗得太开心了好久没见过这么纯的品种了，等我下次不爽了再来训你我知道你一定能看到这条的
一想到屏幕后面有条又气又急的野犬在挠屏幕我就想笑啊太好玩了
不用脑子活着是真轻松。
之前这b买了把4连titan卡特尔说红线路边一条比不了一点，然后转手就买把红线，什么玩意
如同一条野狗在巡视自己的领地，并疯狂撕咬楼里每一个人
哈哈哈哈哈
换号来咬人了说是
烂红线还想买我命你也是幻想上了
精神病齐聚了属于是，咋这么多小号
不然呢，你的命的也就只配一把红线了
你以为你的明有多贵，别搞笑
实则吧里一大票穷玩意几块钱都会抠
惊天穷β烨种
这个顶儿个档，哥都给尼闹麻了，看你主页那一堆4399你改装上了，穷鬼都喜欢😢别人穷是什么，人越缺什么就会越叫什么
野狗又急得对屏幕哈气了好好玩
缸塞B+闹麻了
有一说一，还价很正常，但是还价失败出来挂贴吧就不正常
你这赛博潘宏没训好，在你这一层层的找路人主页帖去回，还自己删，糖到没边了，闲的蛋疼或者说根本就没有
牛魔的，lz你帖子的野✓到处乱咬啊
几百块不够我uber打个车的钱，穷b买牛魔的饰品装逼呢
大迪？小鸡！
这么大的刀有人愿意同意吗
太野了，还没结束啊
狂野，震撼亚洲
礼问多大刀才算大？
叶✓又换小号了",https://tieba.baidu.com/p/10291099864,289,以为发出来大火会支持你？乐完了
"遇到两个追着我扔炸弹的队友，每把吃手榴弹、闪光弹，本来顺风的局被坑输了。下一把又匹配到这两个➗ ，吓得我直接退出游戏不打了，结果就冷却我两个小时。举报没有用的吗？这样子干扰队友还能继续打？完美平台不管的吗？
没办法，5e开绝对单排，瘤子组排的偏多
退出干啥啊？反正这局赢不了了只要不挂机想干啥就干啥啊",https://tieba.baidu.com/p/10309873293,3,打排位的时候遇到上一把恶意干扰我的队友怎么办？
"也难怪图二绿龙一泻千里，俗话说，比赛的时候最忌讳的就是donk这种行为，历届top级的选手，还没见过哪个中场对着队友甩脸色发脾气的，这已经不是谁强谁有理了，就算你再强，你也不能这么做，这是最基本的职业道德问题，如果是其他选手中场这么做，现在已经不知道被骂成什么样子了，这已经不是谁强谁有理了，就算你再强，你也不能这么做，更何况11比5被翻盘，你donk自己也有很大的责任，有什么脸去发脾气霸凌队友呢，请问图中的情况，11比5的时候，donk17个人头，12比12的时候，donk22个人头，7个回合你只杀5个，但凡这7个回合你发挥一把，都拿下比赛了
森破有话说
我勒个逗，喷完尼又来喷驴了
小丑🤡，看你发的贴各种找牛角尖的机会来喷，也是个铁憨憨
有的是人想和donk打
是啊，这么不讲职业道德的赶紧踢了
楼主啊楼主，不如米线山一根的东西，赛事吧被封了来这当小丑了？
这才哪到哪，大森直接扔银牌还没说话呢，不过你说得对，快t了这种暴脾气小孩
不如米线山
太年轻
确实，绿龙快把donk踢了吧ip:沙特
图露露 没木木
盗版图露露，都没有游戏领域大神
感觉，不如。。。米线山
拉倒吧，我森跟sdy打的时候气个半死照样谁都喷，你能说他也没职业素养吗
你看过几年比赛
亲🪵打窝你是会做生意的
最好的职业道德就是打好比赛
我要是donk 你要是我的队友 我已经漕泥捞吗了
我去tll 好久没见你串了
森破还有更衣室决斗呢
大哥7回合3eco怎么杀人家凭借3把长枪局一把强起局杀7个已经很nb了，eco换人就是胜利但绿龙甚至没换人。
赛点局红温去中路送，被一脚踢死可太经典了，
图露露没木木
你是否在找电子哥电子哥是真发脾气骂人 s1mple在液体也是真的喷人
donk的责任就是没杀3个
换你你不红？
呵呵，那三个认真打早赢了，大马路下包被翻换你你不破防
什么易拉罐 没见过森？
你这逻辑妥妥的绑架啊。那七个回合是donk爆发一把就赢了。你要么看看前面十几回合donk少打一个是不是早输了？什么naotan逻辑？？
七回合杀五个也能喷，干脆一个人杀完得了呗，要啥队友啊
你是觉得7个回合杀5个太少了，杀15个是正常发挥杀25个才配赢是吧
真没有吗，森电一回合打完直接左右开弓骂
你老冯没了
lz怕是没玩过CS，职业之所以厉害不只是个人原因，团队，战术，执行力，临场决策缺一不可，我要是donk能忍住不在屏幕前干他们就烧高香去吧，乐子
所以mxx在的时候还有人可以安慰donk，给donk当绿叶，mxx走了，绿龙战术都变了
donk真没责任 有几波没等队友 不过人实力摆在这里 突破都是他 你还能说什么呢
都是坐牢，DoK来天路吧，拯救CNCS
压力驴的来了，这把怎么看都不是驴的问题
打比赛不想赢才是缺乏职业道德
又不是所有人都是载物那种脾气，不如说竞技游戏就是要有火气，就是要想赢才对，载物的脾气好对于个人魅力而言是优点，但对于和其他选手同台竞技来说绝对是缺陷
队友这么区，换simple已经出👊🏻了，换推斯特贼贼也得开宫
666fw压力大哥
换成老猪直接一拳呼你脸上了
那你不知道足球如果有队友拖后腿这种事情休息室已经干起来了。
笑了，是我直接关电脑了，和一帮🐷有什么好打的？
队友犯病老猪可是当场就上压力，脾气上来教练也得挨喷
你说得对
没有DONK绿龙都不能入围，更何谈半决赛了！所以没毛病，donk最不道德的就是不改带着这几个蛆进半决赛！
我就问你：大马路上放包不能喷？简单爆弹都能扔警家去是人？全场杀的没个教练多是人？背身FAMMS一梭子打不死人是人？尼玛开局都能忘记买枪 是人呀？？？？？
我只能说他这样一搞，图二必输，所有人都有负担了，战绩不好的更是心态爆炸了。
理解不提倡
虽然喷队友确实不对，但这种情况还是挺常见的，森电这俩老喷子连大b哥都喷过，怎么就成了只有donk干了？
沙子，还要Donk怎么发挥
原来是图露露，失敬失敬，今天又放飞了几个老冯？
真密码难绷，没直接摆烂就不错了，陪着巨婴玩又当爹又当妈，不能把把5杀就是洞最根本的问题是吧
nt，我要是donk我得让队友知道什么叫推斯特洞洞
我tm要是donk早把键盘嵌几个唇笔的脸上了
只怪donk不能把把五杀
那就把小驴踢了换队伍，绿龙再找一个人美美大家庭不就行了
太没职业道德了，快踢了把他赶去别的队打
还得是shabi图露露，你TM是不是有病呀。天天找喷
这是真冰还是串子，有点哈人了
老猪来能一拳轰在你那猪脸上
确实没有职业道德，这都没把队友当场打死，说明他根本不热爱这个游戏，只是赚钱罢了
就是就是，赶紧t了
哪来赛博宠物
那怎么不见队友对donk说:你不打有的是人打，然后把donk宫了呢？
别串了
这队友比吉祥三宝和玄冥二老都过分
给🐷，大超那波cs下包，鼠标甩大超脸上了",https://tieba.baidu.com/p/10300173803,102,donk图一打完对着队友发脾气是否缺乏职业道德
"不算头奖但也满足了，成本7k5净利9k
上头直接血亏六千",https://tieba.baidu.com/p/10309970924,1,出货了
区间低价减十块,https://tieba.baidu.com/p/10309971058,0,出自由之手蝴蝶刀
这两天玩游戏天天结束的时候死机，每次我都是直接重启，今天等了会跳了个这个,https://tieba.baidu.com/p/10309979043,0,老哥们这个是什么情况
"各位觉得荷鲁斯能拉到什么地步，现在手里有把略磨我的想法是略磨能到1.5左右，崭新差不多3？d到时候直接一卖换把黄金藤蔓耍耍
在往上我觉得不现实了，除非有人入场跟竹子那么搞
同时感谢上周的老板，估计是退坑把东西都底价处理了，没撤回
管他呢 涨就完了 美洲豹都10000
wf说荷鲁斯崭新看2
合纵就别碰瓷了，一个100星兑换的，后续荷鲁斯肯定会高于合纵，产量摆在这里
荷鲁斯存世量在这放着，肯定能超过合纵，只是时间问题，要洗盘，做好长期捏着的打算吧
这边感觉起码比合纵强吧，达到藤蔓太夸张了，而且藤蔓的量也比荷鲁斯少一倍左右吧，3 1.5有点高了感觉，竹子那种太搞了，崭新可能2.几出头 1w上下吧略膜
随便聊聊水水经验都是自用玩家，亏了赚了我都是买定离手，只是属于头一遭赶上前后脚
明年牛市肯定上3总不能一直震荡阴跌
纯自用，荷鲁斯上周买的，把4皇冠火蛇卖了，本来打算换个藤蔓玩玩的这是鼠鼠的库存，没穷到啥也不是，但富哥们也看不上，不上不下属于
沟槽的v社，他不下架我没这么多心思出来现在属于突然捡钱，开始心痒了
有公告绝版的话我看能对标咆哮，现在这几天不发公告也不知道是个什么情况
以后包拉到10w一把，因为绝版了啊
这市场是情绪市场，导购市场，跟需求供给其实没有特别强的关系。典型例子，存世量10000把的赤红新星，横盘稳定7K炒到3W
这么说吧，坤哥两年半的沉淀，现在到了什么地步？荷鲁斯也经历了一坤年的沉淀，所以坤哥的现在=荷鲁斯的将来
2w5到3w之间吧，波塞冬那个丑样子都能拉那么高，荷鲁斯肯定也可以的
绝版了直接对标波塞冬合纵吧
贴吧反买，都在看好，那还不明白么
反正再差再差也不至于比合纵低吧而且怎么说也是六级全磨损收藏品，所有六级全磨损收藏品，除去紧迫危机（太丑，流通太低）以外现在就他价格最低，肯定有高度的
这枪颜值高
收藏包太多了，价格肯定比不了黄金藤蔓，但是也不会太低
至少不可能低于合纵
快删了，别让导购看到
没那么高顶多2上下吧，不过这量少加上外观质感不错估计勉强到3
收藏包下架那刻，马上扫了7把久经，发了3把，前两天撤了1把。均价2600，爽歪歪
直线拉升的都是韭菜盘
崭新我觉得38000，你要问我为啥，因为我真有
反正和普通玩家没啥关系，富哥和倒狗互相倒货就完事了
看时间，市场不死10年后破10
看明年市场，市场燃那3w随便做",https://tieba.baidu.com/p/10309195863,39,理性预测一下
"可以放置在地上，有人踩了相当于吃了个满雷，可以跳过，也肉眼很容易看到那种，会有人买么
edd是吧
再出emp投掷道具吧，顺便再出个阔剑，顺便再出个摔炮，摔炮可以带两个，碰撞到地面墙壁就爆炸。
会防守方太好用了
再出个蛊刺道具，放置在地上，踩到就会持续扣血必须手动拔掉
太阴了
ropz哭死
跳过很没意思了，最起码是用枪打爆",https://tieba.baidu.com/p/10309557590,9,出个小型地雷道具会有什么影响
"鼠鼠得了神经性耳鸣，医生建议不要戴耳机了，可鼠鼠还是想打cscs音量设置可不可以把枪械声音关掉，只听脚步和队友麦啊
买个监听音响呗，听脚步还是没问题的。",https://tieba.baidu.com/p/10309738258,1,关于音量设置
